Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2024/02/05,El alquimista,Felicia Brown,Historia,9,14.62
2021/04/03,La teoría del todo,Tyler Martinez,Romance,1,38.11
2024/09/03,La sombra del viento,Amy Hunt,Ficción,6,16.71
2023/04/26,La teoría del todo,Mr. Nicholas Young MD,Fantasía,3,34.32
2024/06/03,El enigma de la cueva,Jessica Ramos,Autoayuda,4,28.09
2023/06/18,El último amanecer,Andrew Taylor,Terror,9,47.34
2022/05/31,El alquimista,Steven Butler,No Ficción,11,29.63
2023/06/09,Mentes brillantes,Donna Gonzalez,Autoayuda,7,39.8
2022/03/03,Mentes brillantes,Ms. Ashley Krueger,Autoayuda,16,39.69
2025/03/24,Bajo la luna roja,Lori Combs,Romance,13,11.74
2022/05/20,El enigma de la cueva,Patricia Garza,Autoayuda,9,16.75
2022/03/14,El enigma de la cueva,Samuel Ferrell,Terror,9,12.2
2021/12/30,Cien años de soledad,Richard Gibson,Misterio,12,44.66
2023/01/08,El enigma de la cueva,Malik Morgan,Ficción,18,19.02
2022/02/11,La sombra del viento,Mary Chen,Autoayuda,13,21.34
2021/07/04,El alquimista,Richard Johnson,Terror,11,48.32
2023/12/21,El arte de la guerra,Mary Moody,Ciencia,1,9.61
2023/06/02,Mentes brillantes,Dr. Robin Bowers,Historia,14,28.92
2021/10/12,Sombras en la ciudad,Heather Moreno,Ciencia,2,32.3
2023/01/19,Secretos ocultos,Susan Martinez,Romance,2,8.03
2021/11/02,Crónicas de un viajero,Travis Tate,Ficción,19,11.09
2024/12/10,El enigma de la cueva,Aaron Edwards,Misterio,7,37.66
2023/08/19,Destino incierto,Kelly Walters,Ficción,5,29.96
2023/10/13,Mentes brillantes,Shane Robinson,Fantasía,18,19.23
2024/03/08,El enigma de la cueva,Gary Robles,Misterio,5,19.4
2022/03/05,Destino incierto,Stephanie Singh,Historia,12,29.23
2025/02/25,Crónicas de un viajero,Leslie Chambers,Terror,11,18.55
2022/11/14,El último amanecer,Shawn Smith,Fantasía,8,22.48
2024/07/14,El último amanecer,Joe Wagner,Autoayuda,9,16.93
2024/07/01,Secretos ocultos,Christopher Mckenzie,Historia,16,44
2021/06/19,Bajo la luna roja,Timothy Larson,Romance,14,23.99
2024/07/15,El último amanecer,Julie Carter,Autoayuda,20,47.64
2021/05/11,El arte de la guerra,Victoria Robinson,Romance,5,9.86
2022/09/12,El arte de la guerra,Albert Bright,Autoayuda,5,28
2023/02/06,Mentes brillantes,Sean Green,No Ficción,13,46.53
2024/10/18,Secretos ocultos,Abigail Foster,Terror,2,21.23
2023/02/22,El arte de la guerra,Kim Brennan,Autoayuda,6,22.82
2025/03/07,Crónicas de un viajero,David Myers,Autoayuda,11,27.16
2023/01/09,El arte de la guerra,Anthony Moore,Ficción,2,7.78
2021/05/21,El alquimista,Ashley Sanders,Autoayuda,2,46.55
2022/05/13,El alquimista,Kenneth Harrison,No Ficción,12,28.44
2025/01/16,El enigma de la cueva,Janice Rich,Fantasía,16,25.18
2022/11/19,Cien años de soledad,Timothy Davis,Romance,19,42.76
2021/05/27,La sombra del viento,Wayne Shields,Romance,6,45.52
2024/10/14,Secretos ocultos,Elizabeth Hale,Historia,12,19.97
2021/10/06,Las voces del pasado,Caitlin Lee,Ciencia,5,15.9
2024/04/26,El alquimista,Karen Peck,Romance,9,18.58
2022/08/23,Destino incierto,Leslie Warren,Fantasía,2,22.13
2023/04/08,Mentes brillantes,Heidi Vaughn,Autoayuda,19,44.04
2023/08/22,El enigma de la cueva,Jamie Mendoza,Misterio,2,8.58
2023/03/13,El último amanecer,Kara Wilson,Ficción,1,40.02
2024/08/27,Cien años de soledad,Anthony Salazar,Fantasía,5,49.48
2023/02/14,El último amanecer,Mary Butler,Romance,18,36.69
2023/07/25,La sombra del viento,Michael Rodgers,Ciencia,13,17.11
2024/11/01,El último amanecer,Mrs. Veronica Smith,Historia,8,39.36
2023/12/29,El enigma de la cueva,Anna Miller,Misterio,14,46.12
2024/06/19,La sombra del viento,Sara Logan,Ciencia,3,14.28
2023/01/14,Secretos ocultos,Marc Chase,Fantasía,5,21.62
2021/10/30,El arte de la guerra,Bryan Tanner PhD,Historia,7,18.57
2021/05/15,Bajo la luna roja,John Porter,Ciencia,10,35.48
2023/10/07,Crónicas de un viajero,Kathleen Morgan,Historia,20,36.28
2022/02/19,Bajo la luna roja,Patrick Harris,Romance,9,7.8
2025/02/23,Cien años de soledad,Kimberly White,Misterio,16,18.98
2024/02/02,El último amanecer,Nathaniel Smith,No Ficción,19,35.24
2022/08/23,Bajo la luna roja,Toni Gonzalez,Fantasía,4,29.19
2023/04/25,El misterio del tiempo,Courtney Powers,Ciencia,15,42.36
2024/10/24,Mentes brillantes,Robert Rogers,Romance,9,39.76
2023/04/19,Las voces del pasado,Lindsey Walker,Misterio,13,41.69
2023/08/14,El enigma de la cueva,Stephanie Hart,Ciencia,10,31.88
2024/08/02,El último amanecer,Nichole Morrow,Historia,16,45.82
2024/11/26,Secretos ocultos,Yvette West,Fantasía,10,28.88
2022/05/22,El misterio del tiempo,David Santiago,Ficción,2,32.43
2024/06/17,El arte de la guerra,Christina Stewart,Misterio,3,19.3
2023/04/02,Mentes brillantes,Michael Higgins,Autoayuda,1,45.31
2021/11/14,La sombra del viento,Patrick Keller,Misterio,12,11.98
2022/05/20,Mentes brillantes,Carla Lam,Misterio,10,21.3
2023/03/03,El misterio del tiempo,Evelyn Wyatt,Ficción,1,15.31
2021/09/30,La teoría del todo,Diana Miranda,Terror,5,11.6
2023/07/04,Crónicas de un viajero,Brady Nguyen,Romance,9,39.15
2023/08/16,Cien años de soledad,Tyler Collins,No Ficción,10,7.34
2024/08/02,El arte de la guerra,Jacob Odom,Autoayuda,8,33.83
2022/05/31,Secretos ocultos,Leonard Martin,Terror,20,29.97
2022/06/17,La teoría del todo,John Morse,Historia,3,6.1
2022/11/02,El misterio del tiempo,William Cobb,Ciencia,18,33.7
2021/04/30,Las voces del pasado,Barbara Clark,Terror,3,40.23
2025/03/12,El arte de la guerra,Omar Butler,Terror,20,30.41
2022/07/04,El misterio del tiempo,Elaine Wilkerson,Terror,19,38.53
2021/04/06,El alquimista,David Wright,Ficción,11,5.86
2024/12/01,Las voces del pasado,Andrea Doyle,Terror,3,11.87
2022/01/08,El misterio del tiempo,Christine Hale,Ciencia,15,18.08
2022/12/31,Bajo la luna roja,April Rose,Terror,9,34.18
2021/08/15,Destino incierto,Tamara Meyer,Misterio,20,11.28
2023/05/03,Cien años de soledad,Mr. Michael Morse,Ficción,4,31.3
2024/07/12,El alquimista,Meagan Livingston,Terror,7,15.35
2022/10/27,La teoría del todo,Bryan Turner,Historia,20,48.12
2023/01/16,Las voces del pasado,Ricky Brown,Ficción,12,21.97
2023/05/02,El último amanecer,Jerry Brown,Autoayuda,11,9.33
2024/04/04,Sombras en la ciudad,Allen Robinson,Historia,6,9.03
2022/06/07,El misterio del tiempo,Karen Evans,Autoayuda,12,43.43
2021/05/25,La teoría del todo,Kristine Palmer,Terror,14,9.6
2023/06/16,Sombras en la ciudad,Dr. Julie Taylor,Ciencia,8,48.54
2022/10/08,Secretos ocultos,Brian Watson,Terror,2,12.3
2024/02/16,Cien años de soledad,Robert Hall,Ciencia,18,36.66
2025/03/19,El alquimista,Christian Green,Historia,15,31.02
2025/01/27,La sombra del viento,Colleen Wagner,Terror,14,26.94
2025/01/07,El arte de la guerra,Michelle Ramirez,Romance,15,23.72
2024/11/17,El misterio del tiempo,Fred Griffin,No Ficción,18,36.87
2022/11/16,El enigma de la cueva,Beverly Shepard,Romance,18,5.79
2022/03/28,Crónicas de un viajero,Ashley Cantu,No Ficción,5,11.04
2024/08/23,Las voces del pasado,Cheryl Walsh,Fantasía,12,47.66
2025/02/13,Bajo la luna roja,Elizabeth Underwood,No Ficción,20,10.4
2025/01/19,La teoría del todo,James Lee,Ficción,7,33.83
2023/08/05,La teoría del todo,Janice Mercado,Fantasía,1,41.78
2024/01/31,Secretos ocultos,Ashley Wade,No Ficción,14,27.58
2024/10/01,Cien años de soledad,Elizabeth Aguilar,No Ficción,17,43.62
2021/04/29,Las voces del pasado,Krista Moreno,Terror,11,15.13
2022/07/06,Mentes brillantes,Ann Pena,Ciencia,4,41.12
2024/11/24,Destino incierto,Sara Pitts,Fantasía,20,8.53
2022/12/19,La sombra del viento,Johnathan Sanders,Autoayuda,10,39.04
2024/06/24,La teoría del todo,Jocelyn Raymond,No Ficción,3,36.92
2025/02/12,El alquimista,Michael Cook Jr.,Misterio,4,9.85
2024/01/22,El alquimista,Stephanie Lee,Ciencia,5,18.91
2024/12/30,Destino incierto,Tiffany Blake,Autoayuda,20,16.19
2024/02/12,Cien años de soledad,Richard Duke,Fantasía,8,43.73
2023/07/14,Secretos ocultos,Taylor Lee,Misterio,5,20.69
2021/08/06,Destino incierto,Eric Maldonado,Autoayuda,1,12.87
2024/09/16,La sombra del viento,Diane Fry,Historia,11,10.2
2024/05/09,Secretos ocultos,Benjamin Bailey,Romance,8,20.47
2022/03/17,El enigma de la cueva,Frank Gonzalez MD,Misterio,16,8.22
2022/10/18,Sombras en la ciudad,Nancy Garrett,Romance,5,42.47
2021/09/13,Destino incierto,Gina Yoder,Ficción,16,39.46
2023/05/24,Las voces del pasado,Jeffrey Mays,Romance,1,41.05
2023/03/09,La teoría del todo,Christopher Edwards,Misterio,1,16.34
2023/12/08,Destino incierto,David Garcia,Terror,17,17.12
2023/04/19,Destino incierto,Jeremy Hudson,No Ficción,15,19.97
2023/11/14,Destino incierto,Devin Brown,Historia,10,17.27
2021/07/06,Cien años de soledad,Scott Mcdonald,Historia,19,7.14
2025/02/26,Cien años de soledad,Kelly Dominguez,Romance,5,8.02
2022/08/26,Crónicas de un viajero,Richard Campbell,Terror,10,15.84
2023/02/09,El arte de la guerra,Victor Kirby,Autoayuda,18,8.48
2023/06/16,El enigma de la cueva,Kristina Martin,Terror,11,21.62
2023/08/21,Cien años de soledad,Alicia Ward,No Ficción,3,32.55
2024/08/28,La teoría del todo,Ricardo Robertson,Autoayuda,14,48.36
2024/08/20,El arte de la guerra,Bryan Williams,Misterio,15,34.82
2021/09/25,El arte de la guerra,Christopher Lyons,Historia,18,29.94
2024/08/25,El último amanecer,Krista Soto,Misterio,1,45.83
2023/09/03,Destino incierto,Marc Bird,Fantasía,4,17.13
2021/07/27,Crónicas de un viajero,Emily Gilbert,Misterio,10,11.37
2022/07/29,El misterio del tiempo,James Jones,Autoayuda,6,14.34
2022/05/03,Mentes brillantes,Lisa Watkins,Fantasía,3,17.19
2022/10/12,Mentes brillantes,Daniel Mcgrath,No Ficción,10,34.47
2023/08/18,Crónicas de un viajero,Hunter Brown,Fantasía,16,43.13
2023/07/26,Sombras en la ciudad,Justin West,Terror,11,29.94
2024/01/15,Bajo la luna roja,Jesse Kane,Ficción,14,19.28
2022/01/08,Sombras en la ciudad,Alexa Edwards,Misterio,10,48.13
2022/03/12,La teoría del todo,Ruben Romero,Romance,5,18.77
2024/12/28,Destino incierto,Dorothy Carter,Misterio,1,6.4
2022/01/20,La sombra del viento,Robert Mullins,Terror,17,20.67
2025/01/15,Las voces del pasado,Karina Kim,Terror,11,6.44
2024/01/06,El último amanecer,Heather Black,Romance,3,15.27
2022/02/05,Mentes brillantes,Ralph Bean,Ficción,18,13.36
2025/02/02,Las voces del pasado,Blake White,Autoayuda,17,8.66
2023/01/08,Crónicas de un viajero,Eric Thomas,Ciencia,8,31.25
2024/02/01,Destino incierto,Alexander Mejia,Historia,18,15.11
2023/10/24,El arte de la guerra,Bruce Hernandez,Ciencia,3,5.66
2021/07/06,El enigma de la cueva,Christopher Elliott,Romance,17,32.85
2022/07/31,Secretos ocultos,Amber Schroeder,Autoayuda,2,47.67
2021/12/05,Mentes brillantes,Rodney Wallace,Historia,5,23.49
2022/09/15,El alquimista,Joshua Duran,Terror,9,16.49
2021/05/20,Destino incierto,Justin Dominguez,Romance,11,6.86
2023/05/06,El arte de la guerra,Sophia Reed MD,Historia,4,48.56
2022/01/03,El arte de la guerra,Jerry Frazier,Historia,1,22.94
2024/11/12,Cien años de soledad,Brian Montes,Romance,14,42.21
2021/09/05,Cien años de soledad,Janice White,Terror,18,19.37
2022/09/18,El arte de la guerra,Javier Jimenez,Romance,1,49.89
2022/02/24,El alquimista,Dakota Davis,Ciencia,6,23.15
2022/08/01,Cien años de soledad,Cody Gonzalez,Autoayuda,4,29.06
2022/12/02,Secretos ocultos,Justin Garrett,Romance,14,41.13
2021/08/01,El misterio del tiempo,Evan Gregory,No Ficción,8,38.34
2025/03/17,La teoría del todo,Leonard Melendez,Historia,8,8.02
2021/09/15,El alquimista,Jerry Hamilton,Autoayuda,5,17.92
2021/12/21,El alquimista,Valerie Knight,No Ficción,6,6.38
2022/11/15,El enigma de la cueva,Veronica Wright,Historia,15,41.53
2023/06/02,El misterio del tiempo,Rebecca Peters,Terror,8,12.14
2021/09/21,El alquimista,Daniel Burke,Romance,20,17.54
2022/07/24,El enigma de la cueva,Justin Ritter,Autoayuda,16,15.37
2024/06/01,El último amanecer,Tammy Tucker,Ciencia,3,43.56
2024/08/14,Destino incierto,Christopher Jensen,Romance,3,37.69
2021/05/01,Secretos ocultos,Ryan Blevins,Ciencia,18,37.5
2022/01/28,La teoría del todo,Joseph Miller,Fantasía,15,31.65
2021/05/05,Cien años de soledad,Morgan Mcintyre,Romance,11,20.82
2024/12/01,El último amanecer,Joseph Benton,Historia,15,42.15
2022/09/15,El último amanecer,Brian Berry,Terror,19,22.63
2021/08/07,El arte de la guerra,Ryan Garrett,Terror,5,22.73
2024/05/13,Secretos ocultos,Kristen Nunez,Misterio,2,33.66
2023/01/09,Secretos ocultos,Cathy Hines,Ciencia,5,49.73
2021/07/23,Destino incierto,Chad Lawson,Autoayuda,19,27.46
2022/09/05,Bajo la luna roja,Catherine Fernandez,Historia,4,11.62
2021/05/13,Destino incierto,Dwayne Stark,Ficción,12,6.13
2023/10/11,Cien años de soledad,Tyrone Knapp,Terror,20,34.68
2024/05/07,Las voces del pasado,Steven Moreno,Fantasía,11,18.28
2021/07/21,Secretos ocultos,Megan Lawson,Romance,5,45.37
2023/07/11,El último amanecer,Kevin Hurley,Historia,15,27.37
2025/03/17,El enigma de la cueva,Angela Warner,Misterio,12,6.78
2024/08/18,La teoría del todo,Joshua Bryant,Autoayuda,20,15.19
2022/01/27,Crónicas de un viajero,Elizabeth Miller,Ficción,20,36.89
2023/10/29,Cien años de soledad,John Gilbert,Misterio,6,17.75
2021/07/25,Cien años de soledad,Robert Clark,Terror,17,12.44
2022/09/26,La sombra del viento,Willie Reynolds,Fantasía,5,44.4
2024/03/11,Mentes brillantes,Eugene Brown II,No Ficción,14,40.5
2024/02/24,Sombras en la ciudad,Christine Young,Fantasía,13,9.31
2022/07/05,El último amanecer,Matthew Richardson,Fantasía,19,23.16
2022/08/12,El misterio del tiempo,Cynthia Hudson,Ciencia,17,23.55
2021/06/26,Destino incierto,Lisa Carlson,Romance,13,30.28
2021/04/22,El alquimista,Paul Cook,Terror,1,25.28
2024/07/22,Las voces del pasado,Cheryl Coleman,Misterio,7,41.11
2025/03/02,El misterio del tiempo,Robyn Khan,Ciencia,8,21.47
2023/09/28,El enigma de la cueva,Hunter Mccarty,Romance,8,22.54
2024/04/04,Destino incierto,Matthew Ross,Terror,10,42.76
2022/09/27,El último amanecer,Dawn Zuniga,No Ficción,1,26.75
2021/06/02,Cien años de soledad,Michael Barker,Autoayuda,7,27.73
2023/09/22,Mentes brillantes,Benjamin Salas,Ficción,18,36.84
2022/07/06,El misterio del tiempo,Carrie Boyd,Romance,1,44.3
2021/10/22,Bajo la luna roja,Dana Reed,Fantasía,16,27.87
2023/11/13,Secretos ocultos,Brandon Peck,Ciencia,14,21.3
2022/09/22,Destino incierto,Victoria Pineda,Fantasía,4,48.31
2023/08/10,Secretos ocultos,Lacey Schwartz,Misterio,10,18.73
2021/10/10,Sombras en la ciudad,Kevin Heath,Autoayuda,15,28.23
2023/10/27,Bajo la luna roja,William Smith,Autoayuda,15,48.66
2024/12/12,El último amanecer,Susan Santiago,Misterio,17,36.87
2023/01/16,Bajo la luna roja,Andrew Garcia,Autoayuda,11,26.32
2022/11/21,Destino incierto,Erin Hunter,Ciencia,18,5.32
2022/03/12,Crónicas de un viajero,Andrew Dennis,Autoayuda,9,26.18
2024/03/10,El alquimista,Hannah Hernandez,Autoayuda,2,34.78
2025/03/10,Cien años de soledad,Jackie Ortiz,Fantasía,19,35.3
2023/12/17,Sombras en la ciudad,Tabitha Braun,Misterio,17,5.71
2022/06/21,La sombra del viento,Stacey Richardson,Ciencia,17,26.02
2021/07/15,Mentes brillantes,Megan Ford,No Ficción,11,8.67
2023/06/26,La teoría del todo,Kristie Cortez,Historia,6,47.7
2024/09/04,Cien años de soledad,Monique Hunter,No Ficción,9,20.7
2024/10/02,El enigma de la cueva,Christopher Moore,Misterio,10,42.73
2022/12/18,La teoría del todo,Nicole Lee,Misterio,5,6.45
2021/07/28,Cien años de soledad,Daniel Short,Fantasía,19,46.81
2025/01/29,La teoría del todo,Suzanne Smith DVM,No Ficción,4,47.13
2021/11/22,Secretos ocultos,Tyler Montoya,Misterio,18,40.77
2023/06/09,Las voces del pasado,Brandon Fitzgerald,Ciencia,1,37.97
2024/07/06,Sombras en la ciudad,Kristina Flowers,Autoayuda,6,22.29
2024/09/14,Bajo la luna roja,Reginald Wood,Misterio,17,32.85
2022/11/19,La sombra del viento,Phyllis Medina,Romance,18,32.85
2022/11/08,El arte de la guerra,Erica Richmond,Historia,15,30.11
2023/11/26,El arte de la guerra,Miss Melissa Boyd,Autoayuda,15,47.92
2024/11/12,El misterio del tiempo,Timothy Gallegos,Misterio,6,10.76
2022/06/14,Crónicas de un viajero,Sheri Brown,Romance,19,24.36
2021/04/11,Destino incierto,Krystal Garcia,Romance,16,40.49
2022/03/12,Mentes brillantes,Kayla Acosta,Fantasía,20,44.63
2021/06/07,El arte de la guerra,Jason Thompson,Ciencia,6,18.35
2024/11/24,Sombras en la ciudad,Rachel Shaw,Romance,10,46.32
2025/02/08,Cien años de soledad,Kevin Brown MD,Autoayuda,8,27.73
2022/03/17,Destino incierto,Lisa Ortiz,Fantasía,20,46.39
2022/01/10,El misterio del tiempo,Matthew Campbell,Fantasía,2,19.42
2021/05/26,El último amanecer,Sheila Harris,Historia,2,13.81
2022/07/10,Secretos ocultos,Rebecca Howard,Autoayuda,16,20.93
2022/12/19,El arte de la guerra,Robert Smith,Fantasía,18,48.75
2024/08/25,La teoría del todo,Grace Roth,Misterio,7,22.68
2022/03/12,Crónicas de un viajero,Melissa Riddle,Misterio,3,7.5
2022/05/25,Mentes brillantes,Kevin Vasquez,No Ficción,11,45.08
2024/05/01,El alquimista,Sandra Mcconnell,Historia,3,6.6
2024/06/04,Crónicas de un viajero,Sean Moore,Fantasía,16,16.25
2021/09/04,La teoría del todo,Kyle Cooper,Ficción,6,9.84
2023/10/10,El alquimista,Daniel Smith,Fantasía,14,14.08
2022/02/01,Las voces del pasado,Kimberly Martin,Historia,18,43.35
2022/02/12,Bajo la luna roja,Cassandra Ellis,Ficción,4,22.68
2022/03/28,El alquimista,John Goodman,Ficción,6,12.86
2021/07/05,Bajo la luna roja,Phillip Tucker,Autoayuda,1,28.16
2021/10/21,Las voces del pasado,Christine Kidd,Romance,10,32.94
2025/03/06,Destino incierto,Mark Merritt,Misterio,17,26.82
2021/06/06,Las voces del pasado,Garrett Buckley,Ficción,20,12.86
2022/11/07,Bajo la luna roja,Mike Morgan,Autoayuda,12,10.45
2023/06/27,Bajo la luna roja,Craig Jones,Autoayuda,12,45.8
2022/05/16,El arte de la guerra,Christina Cooper,Romance,11,10.96
2021/12/18,La sombra del viento,Crystal Spencer,No Ficción,12,14.48
2021/10/16,Sombras en la ciudad,Heather Thomas,Historia,2,23.53
2021/12/07,Sombras en la ciudad,Janice Powell,Romance,6,9.82
2021/07/14,La sombra del viento,Garrett Gregory,Misterio,6,21.68
2024/01/26,El enigma de la cueva,Andrew Francis,Terror,18,25.91
2022/03/19,Secretos ocultos,Andrew Hutchinson,Historia,17,21.26
2024/01/06,Mentes brillantes,Renee Mahoney,Ciencia,13,15.56
2021/05/15,Crónicas de un viajero,John Sandoval,Ciencia,20,34.25
2023/01/15,El alquimista,Sheila Gardner,Ciencia,18,49.57
2023/05/28,El enigma de la cueva,Rebecca Moore,Ficción,12,27.76
2023/06/04,Crónicas de un viajero,John Campos,Ficción,14,24.28
2022/09/01,Destino incierto,Gregory Lopez,No Ficción,12,42.47
2021/12/07,Mentes brillantes,Ashley Foley,Ciencia,8,43.63
2024/09/22,El último amanecer,Eric Harvey,Ciencia,16,19.99
2024/06/28,El misterio del tiempo,Devin Hooper,Historia,12,31.14
2025/02/03,El misterio del tiempo,Jon Mitchell,Misterio,4,15
2022/08/13,Sombras en la ciudad,Debra Cox,Terror,7,34.29
2024/11/01,El último amanecer,Joseph Johnson,Misterio,2,29.55
2023/05/30,Bajo la luna roja,Jennifer Porter,Misterio,7,5.51
2023/07/20,El último amanecer,Jennifer Reynolds,No Ficción,13,41.3
2023/04/16,Crónicas de un viajero,Andrew Simmons,Autoayuda,3,12.29
2024/06/16,La teoría del todo,Holly Carlson,Autoayuda,19,7.78
2023/02/28,Cien años de soledad,Nicole Lopez,Ficción,1,49.74
2022/08/10,Crónicas de un viajero,Sarah Brown,Terror,11,9.26
2021/10/12,Sombras en la ciudad,Cheryl Rogers,Fantasía,9,32.62
2024/01/03,Destino incierto,Brandon Ayala,Autoayuda,8,19.76
2022/07/21,El arte de la guerra,Bryan Garcia,Autoayuda,15,43.15
2023/06/26,El enigma de la cueva,Joseph Mckinney,Fantasía,11,20.99
2024/06/16,El arte de la guerra,Timothy Franklin,Autoayuda,3,20.49
2022/03/19,El alquimista,Scott Schroeder,Ciencia,15,19.63
2022/01/18,El último amanecer,Russell Gonzalez,No Ficción,10,47.66
2024/06/17,El arte de la guerra,Dr. Larry Williams,Terror,11,26.44
2024/04/12,El misterio del tiempo,Maurice Bell,Terror,18,20.05
2023/05/29,Bajo la luna roja,Mark Russell MD,Ciencia,20,32.64
2025/01/22,Las voces del pasado,Christy Griffith,No Ficción,2,21.38
2024/03/17,La teoría del todo,Susan Calhoun,No Ficción,17,33.31
2021/09/11,El enigma de la cueva,Jeanette Doyle DVM,Misterio,9,24.15
2021/06/29,Cien años de soledad,Nathan Rosario,Ciencia,13,23.89
2022/05/10,El alquimista,Mary Mercer,No Ficción,8,32.84
2023/01/21,Bajo la luna roja,Emily Moore,Historia,15,49.82
2023/08/02,Mentes brillantes,Amy Moore,Autoayuda,17,11.56
2021/06/30,La sombra del viento,Jacqueline Castro,Romance,11,40.14
2021/04/23,El último amanecer,Debra Clark,Romance,2,46.94
2022/09/01,Cien años de soledad,Jeremy Wright,Ciencia,3,39.02
2024/12/19,La sombra del viento,Lindsay Ellison,Romance,11,33.66
2023/09/21,El alquimista,Angela Woods,Romance,18,40.86
2022/02/20,La teoría del todo,Joseph Griffin,Romance,1,28.3
2022/07/25,La teoría del todo,Zachary Fox,Ciencia,14,19.76
2021/12/13,El misterio del tiempo,Tyler Carr,Historia,10,15.11
2023/09/23,Bajo la luna roja,Teresa Johnson,Ciencia,12,5.25
2021/08/05,Destino incierto,Karen Allen,Autoayuda,13,6.58
2021/12/04,El último amanecer,Bobby Norris,Fantasía,20,7.97
2023/03/23,El último amanecer,Carla Rodriguez,Romance,11,22.85
2021/08/04,Sombras en la ciudad,Mitchell Russo,Fantasía,1,13.69
2023/05/19,Crónicas de un viajero,Brian Powell,No Ficción,7,27.54
2021/04/14,Secretos ocultos,Sheila Kaiser,Ficción,9,25.67
2023/07/22,El alquimista,Paul Peters,Historia,2,46.13
2024/05/22,Cien años de soledad,Brenda Smith,Terror,3,5.68
2024/05/27,Las voces del pasado,Nicholas Murray,Terror,11,7.8
2025/03/14,La sombra del viento,Miss Christine Mcdonald,Misterio,7,36.14
2022/11/24,La sombra del viento,Kim Martinez,Misterio,4,28.4
2022/07/21,Mentes brillantes,Monica Allen,Romance,18,32.16
2022/09/13,El arte de la guerra,Joanna Scott,Romance,7,19.44
2021/07/08,Las voces del pasado,Shannon Kline,Historia,1,11.57
2024/03/03,Las voces del pasado,Megan Parsons,No Ficción,10,7.79
2023/12/25,El alquimista,Robert Bryant,Romance,12,22.62
2022/03/11,Mentes brillantes,Timothy Stephens,Terror,20,20.64
2024/01/01,Destino incierto,Sarah Williams,Romance,3,27.8
2023/09/15,El último amanecer,David Guzman,No Ficción,9,34.82
2021/09/16,La sombra del viento,Jennifer Espinoza,Historia,10,26.42
2024/10/27,La sombra del viento,Mr. David Brown,Misterio,9,8.85
2021/06/02,Crónicas de un viajero,Steven White,Ciencia,6,38.94
2024/08/07,Crónicas de un viajero,Laura Williams,Misterio,9,29.92
2024/02/01,Las voces del pasado,Katherine Fowler,Ciencia,20,17.16
2024/05/09,El alquimista,Kathy Bowen,Historia,19,47.54
2021/06/23,Sombras en la ciudad,Brandon Massey,Terror,4,49.3
2021/06/12,Las voces del pasado,Susan Garza,Ficción,15,25.48
2022/11/08,El alquimista,Dr. Patricia Chen MD,Ciencia,10,48.34
2022/08/26,La sombra del viento,Aaron Graham,Ficción,11,14.14
2022/10/14,El último amanecer,Andrew Clark,Romance,17,20.17
2024/08/29,El arte de la guerra,Katrina Ray,No Ficción,4,42.05
2023/05/28,La sombra del viento,Desiree Nelson,Autoayuda,5,31.53
2022/08/12,El arte de la guerra,James Garrett,Ciencia,18,42.97
2024/04/20,Cien años de soledad,Beth Wright,Terror,12,49.41
2024/04/17,Sombras en la ciudad,Michael Tran,Romance,13,10.29
2022/11/21,La sombra del viento,Frank Mcguire,No Ficción,5,27.44
2022/08/09,El arte de la guerra,Brittany Bryant,Misterio,5,45.43
2024/05/08,Destino incierto,Sherry Castro,Misterio,20,28.49
2023/11/18,Bajo la luna roja,Pamela Dalton,Romance,6,13.3
2022/10/30,Sombras en la ciudad,Ryan Ortiz,Romance,13,35.6
2023/04/10,El misterio del tiempo,Stephen Brown,Misterio,13,15.13
2021/05/05,Secretos ocultos,Timothy Hall,Misterio,12,37.76
2024/07/17,El último amanecer,Allison Wallace,Romance,7,15.09
2024/06/24,Cien años de soledad,Jeanette Johnston,Terror,8,39.91
2023/09/28,Cien años de soledad,Jon Rivera,Fantasía,16,14.56
2024/06/21,El alquimista,Oscar Roberts,Autoayuda,7,32.99
2024/12/19,El arte de la guerra,Karen Davis,Autoayuda,18,5.81
2025/03/21,Sombras en la ciudad,Michael Young,Autoayuda,17,5.97
2022/11/13,Destino incierto,Jeffrey Lee,No Ficción,3,47.31
2024/03/10,Bajo la luna roja,Nicholas Mcmillan,Ficción,17,20.72
2022/06/09,La sombra del viento,Eddie Morris,Autoayuda,5,7.86
2022/03/15,El último amanecer,Eric Miranda,Historia,6,29.94
2023/03/06,Crónicas de un viajero,Jimmy Walker,Ficción,3,27.2
2025/03/06,Destino incierto,Susan Villarreal,Ficción,8,28.18
2023/09/26,El misterio del tiempo,Kimberly Martinez,Autoayuda,20,18.11
2025/01/11,El enigma de la cueva,Julie Henderson,No Ficción,10,27.93
2023/04/03,Secretos ocultos,April Rowe,Terror,8,23.82
2022/09/24,Secretos ocultos,Wesley Reyes,No Ficción,6,11.26
2023/12/17,El arte de la guerra,Amber Porter,No Ficción,11,9.49
2024/04/18,Bajo la luna roja,Jennifer Coleman,Terror,18,17.19
2025/03/17,Cien años de soledad,Daniel Kim,Ficción,5,26.5
2023/01/23,El alquimista,Evelyn Mills,Ficción,12,19.67
2023/07/29,El enigma de la cueva,Emily Cunningham,Fantasía,16,14.83
2024/01/17,Sombras en la ciudad,Amy Atkinson DVM,Historia,4,34.92
